film_name,star,ranking,comment_num,year,direct,film_eng_name,quote,poster,genre
"爱在午夜降临前,[可播放]",8.8,226,109867人评价,,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,
                            2013 / 美国 / 剧情 爱情
                        ", / Before Midnight,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2074715729.jpg,
"血钻,[可播放]",8.5,227,125016人评价,,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...,
                            2006 / 美国 德国 / 剧情 惊悚 冒险
                        ", / Blood Diamond,每个美丽事物背后都是滴血的现实。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1244016882.jpg,
"大卫·戈尔的一生,[可播放]",8.6,228,86883人评价,,"
                            导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat...,
                            2003 / 美国 德国 英国 / 剧情 犯罪 悬疑
                        ", / The Life of David Gale,捍卫人权只是信仰，一点不妨碍其行为的残忍。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2186861098.jpg,
"国王的演讲,[可播放]",8.3,229,325706人评价,,"
                            导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...,
                            2010 / 英国 澳大利亚 美国 / 剧情 传记 历史
                        ", / The King's Speech,皇上无话儿。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p768879237.jpg,
"房间,[可播放]",8.8,230,140670人评价,,"
                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...,
                            2015 / 爱尔兰 加拿大 / 剧情 家庭
                        ", / Room,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2259715855.jpg,
枪火,8.6,231,95407人评价,,"
                            导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...,
                            1999 / 香港 / 剧情 动作 犯罪
                        ", / 鎗火,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1538646661.jpg,
疯狂的石头,8.2,232,298472人评价,,"
                            导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,
                            2006 / 中国大陆 香港 / 喜剧 犯罪
                        ", / Crazy Stone,中国版《两杆大烟枪》。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p712241453.jpg,
"曾经,[可播放]",8.3,233,197096人评价,,"
                            导演: 约翰·卡尼 John Carney   主演: 格伦·汉塞德 Glen Hansard / 玛可塔...,
                            2007 / 爱尔兰 / 剧情 音乐 爱情
                        ", / Once,有些幸福无关爱情。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173720203.jpg,
"麦兜故事,[可播放]",8.5,234,123224人评价,,"
                            导演: 袁建滔 Toe Yuen   主演: 李晋纬 / 林海峰 Jan Lamb / 吴君如 Sandra Ng,
                            2001 / 香港 / 剧情 喜剧 动画
                        ", / 麥兜故事,麦兜是一只很哲学的猪。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p804938713.jpg,
"暖暖内含光,[可播放]",8.4,235,139386人评价,,"
                            导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温...,
                            2004 / 美国 / 剧情 爱情 奇幻
                        ", / Eternal Sunshine of the Spotless Mind,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p479565065.jpg,
"千钧一发,[可播放]",8.7,236,80956人评价,,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...,
                            1997 / 美国 / 剧情 科幻
                        ", / Gattaca,一部能引人思考的科幻励志片。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2195672555.jpg,
"头脑特工队,[可播放]",8.7,237,210233人评价,,"
                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...,
                            2015 / 美国 / 喜剧 动画 冒险
                        ", / Inside Out,愿我们都不用长大，每一座城堡都能永远存在。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2266293606.jpg,
"遗愿清单,[可播放]",8.5,238,121075人评价,,"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,
                            2007 / 美国 / 冒险 喜剧 剧情
                        ", / The Bucket List,用剩余不多的时间，去燃烧整个生命。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p708613284.jpg,
"荒岛余生,[可播放]",8.5,239,127214人评价,,"
                            导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...,
                            2000 / 美国 / 冒险 剧情
                        ", / Cast Away,一个人的独角戏。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1341248319.jpg,
蝴蝶,8.6,240,92787人评价,,"
                            导演: 菲利普·穆伊尔 Philippe Muyl   主演: 米歇尔·塞罗 Michel Serrault ...,
                            2002 / 法国 / 剧情 儿童 喜剧
                        ", / Le Papillon,我们长途跋涉寻找的东西，有可能一直就在身边。 ,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1451436171.jpg,
巴黎淘气帮,8.6,241,101965人评价,,"
                            导演: Laurent Tirard   主演: 马克西姆·戈达尔 Maxime Godart / 瓦莱丽·勒...,
                            2009 / 法国 比利时 / 儿童 喜剧 家庭
                        ", / Le petit Nicolas,四百击的反面。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p465446537.jpg,
与狼共舞,8.9,242,54349人评价,,"
                            导演: Kevin Costner   主演: Kevin Costner / Mary McDonnell / Graham Greene,
                            1990 / 美国 / 冒险 剧情 西部
                        ", / Dances with Wolves,充满诗意与情怀的史诗作品。 ,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p499158228.jpg,
"月球,[可播放]",8.5,243,137838人评价,,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 山姆·洛克威尔 Sam Rockwell / 凯文...,
                            2009 / 英国 / 剧情 科幻 悬疑
                        ", / Moon,2009媲美《第九区》的又一部科幻神作。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p449399746.jpg,
"偷拐抢骗,[可播放]",8.5,244,112189人评价,,"
                            导演: 盖·里奇 Guy Ritchie   主演: 布拉德·皮特 Brad Pitt / 本尼西奥·德...,
                            2000 / 英国 美国 / 喜剧 犯罪
                        ", / Snatch,典型盖·里奇式的英国黑色幽默黑帮片。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p616753227.jpg,
"我爱你,[可播放]",9.0,245,53225人评价,,"
                            导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...,
                            2011 / 韩国 / 剧情 爱情
                        ", / 그대를 사랑합니다,你要相信，这世上真的有爱存在，不管在什么年纪 ,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1075591188.jpg,
"彗星来的那一夜,[可播放]",8.4,246,162304人评价,,"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...,
                            2013 / 美国 英国 / 科幻 悬疑 惊悚
                        ", / Coherence,小成本大魅力。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2187896711.jpg,
"步履不停,[可播放]",8.8,247,62082人评价,,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,
                            2008 / 日本 / 剧情 家庭
                        ", / 歩いても 歩いても,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p672446737.jpg,
"夜访吸血鬼,[可播放]",8.3,248,191247人评价,,"
                            导演: 尼尔·乔丹 Neil Jordan   主演: 布拉德·皮特 Brad Pitt / 汤姆·克鲁...,
                            1994 / 美国 / 剧情 奇幻 惊悚
                        ", / Interview with the Vampire: The Vampire Chronicles,弥漫淡淡血腥气的优雅。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1353910572.jpg,
寿司之神,8.8,249,78829人评价,,"
                            导演: 大卫·贾柏 David Gelb   主演: 小野二郎  Jiro Ono / 小野祯一 Yoshik...,
                            2011 / 美国 / 纪录片
                        ", / Jiro Dreams of Sushi,仪式主义的狂欢，偏执狂的完胜。,https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1528763106.jpg,
"廊桥遗梦,[可播放]",8.6,250,94535人评价,,"
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 克林特·伊斯特伍德 Clint...,
                            1995 / 美国 / 剧情 爱情
                        ", / The Bridges of Madison County,这样确切的爱，一生只有一次。,https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2190558219.jpg,
